ویروس عامل بیماری تب برفکی (FMD) به کدام خانواده تعلق دارد؟,خانواده Picornaviridae.
ویروس تب برفکی (FMD) که از جنس Aphthovirus است، چه مشخصات ساختاری دارد؟,یک ویروس RNA دار، کوچک، بدون انولوپ (Naked)، بیست وجهی و با حس مثبت (positive sense) است.
برای پیشگیری و کنترل تب برفکی (FMD) در ایران از چه نوع واکسنی استفاده می‌شود؟,از واکسن کشته استفاده می‌شود.
چرا در کنترل تب برفکی (FMD) از واکسن زنده استفاده نمی‌شود؟,به دلیل موتاسیون بالای ویروس.
در برنامه‌های ریشه‌کنی (Eradication) تب برفکی (FMD) در کشورهایی مانند انگلستان، با حیوانات مبتلا و در تماس چه برخوردی می‌شود؟,همه حیوانات مبتلا و سالم در تماس، در شعاع مشخصی کشته و سوزانده می‌شوند.
کدام تست مولکولی به عنوان یک روش سریع و خوب برای تشخیص اسید نوکلئیک ویروس تب برفکی (FMD) به کار می‌رود؟,تست rt-PCR.
ویروس تب برفکی (FMD) در کدام محیط کشت سلولی به خوبی رشد کرده و جدا می‌شود؟,در سلول‌های BHK 21 (baby hamster kidneys) و RBK (razi bovine kidney).
ویروس عامل بیماری تورم دهان تاولی (Vesicular Stomatitis - VS) به کدام خانواده تعلق دارد؟,خانواده Rhabdoviridae.
ویروس تورم دهان تاولی (VS) از کدام جنس خانواده Rhabdoviridae است؟,جنس Vesiculovirus.
در کنترل بیماری تورم دهان تاولی (VS)، چرا ویروس به راحتی با مواد ضدعفونی‌کننده از بین می‌رود؟,به دلیل داشتن انولوپ (envelope) و حساس بودن آن.
یکی از روش‌های اصلی پیشگیری و کنترل بیماری تورم دهان تاولی (VS) که به دلیل روش انتقال آن اهمیت دارد، چیست؟,کنترل حشرات (وکتورها مانند پشه خاکی و مگس سیاه).
برای تشخیص آزمایشگاهی تورم دهان تاولی (VS)، از چه روش‌های مولکولی و سرولوژیکی استفاده می‌شود؟,تست rt-PCR با پرایمرهای اختصاصی و روش‌هایی مانند ELISA و Neutralization.
مشاهده ویروس فشنگی شکل زیر میکروسکوپ الکترونی، مشخصه تشخیصی کدام بیماری تاولی در گاو است؟,تورم دهان تاولی (Vesicular Stomatitis - VS).
عامل بیماری تب نزله‌ای بدخیم (MCF) به کدام خانواده ویروسی تعلق دارد؟,خانواده Herpesviridae.
ویروس عامل تب نزله‌ای بدخیم (MCF) در کدام زیرخانواده قرار می‌گیرد؟,زیرخانواده Gammaherpesvirinae.
چرا برای بیماری تب نزله‌ای بدخیم (MCF) واکسن وجود ندارد؟,چون ارتباط مستقیمی بین آنتی‌بادی و protection وجود ندارد.
کنترل اصلی بیماری تب نزله‌ای بدخیم (MCF) شامل چه اقداماتی است؟,قرنطینه و ضدعفونی محیط، به خصوص در زمان زایمان میش‌ها.
کدام تست مولکولی می‌تواند به خوبی ویروس تب نزله‌ای بدخیم (MCF) را مشخص کند؟,تست PCR.
چرا جداسازی ویروس تب نزله‌ای بدخیم (MCF) به خصوص نوع گوسفندی (OHV-2) کار فوق‌العاده سختی است؟,چون نوع گوسفندی اصلاً جدا نمی‌شود و فقط با روش‌های مولکولی تشخیص داده می‌شود.
ویروس عامل اسهال ویروسی گاوها (BVD) از کدام خانواده است؟,خانواده Flaviviridae.
ویروس اسهال ویروسی گاوها (BVD) به کدام جنس تعلق دارد؟,جنس Pestivirus.
مهم‌ترین کار در پیشگیری و کنترل BVD در یک گله چیست؟,پیدا کردن و حذف کردن حیوانات با عفونت پایدار (PI).
برای پیشگیری از ورود BVD به گله، چه اقدامی برای حیوانات جدیدالورود الزامی است؟,انجام تست BVD قبل از ورود به گله.
برای تشخیص حیوانات با عفونت پایدار (PI) در گله‌های بزرگ، از چه روش آزمایشگاهی مقرون‌به‌صرفه‌ای استفاده می‌شود؟,استفاده از تست RT-PCR بر روی نمونه‌های مخلوط (pooled samples) خون یا پوست گوش.
برای تشخیص قطعی یک حیوان به عنوان _____، بایستی تست به فاصله یک ماه دوباره تکرار شود و هر دو نتیجه مثبت باشد.,عفونت پایدار (PI)
ویروس عامل بیماری زبان آبی (Blue Tongue) به کدام خانواده تعلق دارد؟,خانواده Reoviridae.
ویروس زبان آبی (Blue Tongue) از کدام جنس خانواده Reoviridae است؟,جنس Orbivirus.
مهم‌ترین اقدام برای کنترل و پیشگیری از بیماری زبان آبی (Blue Tongue) چیست؟,کنترل حشرات (پشه‌های Culicoides) و خشکاندن آب‌های راکد.
چرا در گاو برای بیماری زبان آبی واکسن تزریق نمی‌شود؟,چون برای صادرات محصولات دامی، گاو باید سرم منفی باشد.
از چه روش آزمایشگاهی می‌توان برای تشخیص ژنوم ویروس زبان آبی تا ۱۸۰ روز پس از عفونت در خون استفاده کرد؟,تست RT-PCR.
در تشخیص بیماری زبان آبی، تست‌های سرولوژیکی به چه منظور انجام می‌شوند؟,برای مطالعات اپیدمیولوژیک و تعیین شیوع بیماری در یک منطقه.
عامل بیماری تورم دهان دانه‌ای گاو (BPS) از کدام خانواده ویروسی است؟,خانواده Poxviridae.
ویروس تورم دهان دانه‌ای گاو (BPS) به کدام جنس تعلق دارد؟,جنس Parapoxvirus.
چرا برای بیماری تورم دهان دانه‌ای گاو (BPS) از واکسن استفاده نمی‌شود؟,به دلیل طبیعت ملایم بیماری و اینکه خود محدود شونده است.
کنترل بیماری BPS عمدتاً شامل چه اقدامی است؟,مراقبت از ضایعات و جلوگیری از انتقال مکانیکی به انسان (بیماری مشترک).
برای تشخیص آزمایشگاهی تورم دهان دانه‌ای گاو (BPS) از چه تستی استفاده می‌شود؟,تست PCR برای تشخیص ویروس و تعیین سکانس آن.
ویروس عامل رینوتراکئیت عفونی گاوان (IBR) به کدام خانواده تعلق دارد؟,خانواده Herpesviridae.
عامل بیماری IBR، یعنی _____، در زیرخانواده alpha-herpesvirinae قرار می‌گیرد.,Bovine herpesvirus 1 (BHV-1)
در کنترل بیماری IBR، از چه نوع واکسن‌هایی استفاده می‌شود؟,واکسن‌های ترکیبی (با BVD و PI3)، واکسن‌های داخل بینی (Intranasal)، واکسن‌های Gene-deleted marker و Subunit.
چرا در گاوهای نر کنترل بیماری IBR و تست کردن Semen اهمیت دارد؟,چون BHV-1 می‌تواند Semen را آلوده کرده و از طریق تلقیح مصنوعی باعث Endometritis و کاهش Conception rate شود.
در تشخیص آزمایشگاهی IBR، از چه روش‌هایی برای جداسازی و شناسایی ویروس استفاده می‌شود؟,جداسازی ویروس در کشت سلولی (که به راحتی CPE ایجاد می‌کند) و تست PCR.
برای تشخیص سرولوژیک IBR و افتراق حیوان واکسینه از آلوده، از چه نوع واکسنی استفاده می‌شود؟,واکسن Gene deleted marker (که ژن gE در آن حذف شده است).
ویروس عامل پاراآنفلوآنزا-۳ (PI3) در گاو به کدام خانواده تعلق دارد؟,خانواده Paramyxoviridae.
برای پیشگیری از بیماری پاراآنفلوآنزا-۳ (PI3) در حیوانات آبستن چه نوع واکسنی توصیه می‌شود؟,واکسن داخل بینی (intra nasal) برای جلوگیری از آسیب به جنین.
کنترل بیماری PI3 علاوه بر واکسیناسیون، شامل چه اقداماتی است؟,جلوگیری از استرس، کاهش تراکم و فاصله نزدیک بین حیوانات.
کدام تست‌های سرولوژیکی برای تشخیص پاراآنفلوآنزا-۳ (PI3) کاربرد دارند؟,تست HI (مهاری هماگلوتیناسیون)، SN (خنثی‌سازی سرمی) و Plaque assay.
ویروس سین‌سیشیال تنفسی گاوی (BRSV) به کدام خانواده تعلق دارد؟,خانواده Pneumoviridae.
ویروس BRSV از کدام جنس است؟,جنس Pneumovirus.
در کنترل و ایمنی علیه بیماری BRSV، کدام نوع ایمنی اهمیت زیادی دارد؟,ایمنی مخاطی بینی.
برای تشخیص سرولوژیک BRSV از چه روشی استفاده می‌شود که به دلیل بالا بودن سرم مثبت در جمعیت، اهمیت دارد؟,استفاده از سرم‌های جفت (paired serum) برای نشان دادن افزایش تیتر آنتی‌بادی.
عامل بیماری رینوویروس گاوی (Bovine Rhinovirus) به کدام خانواده تعلق دارد؟,خانواده Picornaviridae.
ویروس رینوویروس گاوی در کدام جنس قرار می‌گیرد؟,جنس Aphthovirus (همان جنس ویروس تب برفکی).
مهم‌ترین اقدام در کنترل و پیشگیری از عفونت رینوویروس گاوی چیست؟,مدیریت، بهداشت و کاهش استرس در دامداری.
چرا تشخیص رینوویروس گاوی در مدفوع معمولاً امکان‌پذیر نیست؟,چون ویروس به اسید حساس است و توسط اسید معده از بین می‌رود.
ویروس عامل طاعون گاوی (Rinderpest) به کدام خانواده تعلق دارد؟,خانواده Paramyxoviridae.
ویروس طاعون گاوی (Rinderpest) از کدام جنس است؟,جنس Morbillivirus.
چرا استفاده از واکسن طاعون گاوی (Rinderpest) در حال حاضر کاملاً ممنوع است؟,چون این بیماری در سطح جهان ریشه‌کن شده و برای اعلام ریشه‌کنی، حیوانات باید آنتی‌بادی منفی باشند.
کدام تست مولکولی برای تشخیص سریع و قطعی ژنوم ویروس طاعون گاوی به کار می‌رفت؟,تست rt-PCR.
ویروس عامل لکوز گاوی منطقه‌ای (EBL) به کدام خانواده تعلق دارد؟,خانواده Retroviridae.
ویروس لکوز گاوی (BLV) در کدام جنس از خانواده رتروویریده قرار می‌گیرد؟,جنس Deltaretrovirus.
مهم‌ترین روش پیشگیری و کنترل لکوز گاوی منطقه‌ای (EBL) چیست؟,سیاست حذف و کشتار حیوانات سرم مثبت و رعایت اصول بهداشتی برای جلوگیری از انتقال خون.
برای جلوگیری از انتقال یاتروژنیک (توسط دامپزشک) ویروس لکوز گاوی، چه اقداماتی باید انجام شود؟,استریل کردن کامل وسایل جراحی، استفاده از سوزن یکبار مصرف، و عدم استفاده از دستکش مشترک در معاینه رکتال.
کدام تست سرولوژیک به عنوان بهترین و ارزان‌ترین روش برای تشخیص گاوهای آلوده به ویروس لکوز (BLV) استفاده می‌شود؟,تست Agar Gel Immunodiffusion (AGID).
برای تشخیص proviral DNA ویروس لکوز گاوی (BLV) در ژنوم سلول میزبان، از کدام تست مولکولی استفاده می‌شود؟,تست PCR.
ویروس عامل تب زودگذر گاو (Bovine Ephemeral Fever) به کدام خانواده تعلق دارد؟,خانواده Rhabdoviridae.
ویروس تب زودگذر گاو (BEF) از کدام جنس است؟,جنس Ephemerovirus.
اصلی‌ترین روش پیشگیری و کنترل بیماری تب زودگذر گاو (BEF) چیست؟,استفاده از واکسن و مبارزه با وکتورها (حشرات Culicoides).
تشخیص آزمایشگاهی قطعی تب زودگذر گاو شامل کدام فرآیند است؟,جداسازی ویروس از طریق تزریق به مغز موش شیرخوار یا کیسه زرده تخم‌مرغ جنین‌دار و سپس کشت سلولی.
عامل بیماری آبله گاوی (Cow Pox) و واکسینیا (Vaccinia) به کدام جنس از خانواده Poxviridae تعلق دارند؟,جنس Orthopoxvirus.
برای پیشگیری و کنترل آبله گاوی (Cow Pox) چه اقداماتی توصیه می‌شود؟,چون واکسن ندارد، پیشگیری شامل ضدعفونی کردن موضع و استفاده از پمادهای آنتی‌بیوتیکی برای جلوگیری از عفونت ثانویه است.
در گذشته از چه تستی برای افتراق ویروس‌های Cow Pox و Vaccinia استفاده می‌شد؟,تست Paul (چکاندن عصاره ضایعه روی چشم خرگوش).
عامل بیماری آبله کاذب گاوی (Pseudocowpox) به کدام جنس تعلق دارد؟,جنس Parapoxvirus.
عامل بیماری Herpes Mammillitis و Pseudolumpy Skin Disease کدام ویروس است؟,Bovine Herpes Virus شماره ۲ (BHV2).
برای تشخیص آزمایشگاهی BHV2، از چه روش‌هایی استفاده می‌شود؟,کشت سلولی (که CPE و Syncytia ایجاد می‌کند) و تست PCR با پرایمر اختصاصی.
عامل بیماری لمپی اسکین (Lumpy Skin Disease - LSD) به کدام جنس از خانواده Poxviridae تعلق دارد؟,جنس Capripoxvirus.
برنامه پیشگیری و کنترل لمپی اسکین (LSD) در مناطق آندمیک چیست؟,استفاده از واکسن (ابتدا واکسن آبله گوسفندی و سپس واکسن اختصاصی Neethling).
در صورت شیوع کوچک LSD در یک منطقه پاک، چه استراتژی کنترلی به کار می‌رود؟,کشتار حیوانات مبتلا و در تماس، قرنطینه و واکسیناسیون حلقه‌ای (Ring vaccination).
برای تشخیص آزمایشگاهی لمپی اسکین (LSD) از چه تست‌هایی می‌توان استفاده کرد؟,تست PCR (با پرایمرهای مخصوص Capripox)، جداسازی ویروس و مشاهده با میکروسکوپ الکترونی.
ویروس عامل هاری (Rabies) به کدام خانواده و جنس تعلق دارد؟,خانواده Rhabdoviridae و جنس Lyssavirus.
اقدامات پیشگیری و کنترل هاری در گاو شامل چه مواردی است؟,واکسیناسیون گاوها (به خصوص در مناطق پرخطر) و کنترل مخازن بیماری (سگ‌های ولگرد و حیات وحش).
تست تشخیصی استاندارد طلایی و سریع پس از مرگ برای هاری چیست؟,تست Fluorescent Antibody Test (FAT) بر روی نمونه مغز.
عامل بیماری جنون گاوی (BSE) چیست و چه مقاومتی دارد؟,پریون‌ها (Prions)، که به حرارت بالا، تشعشع، مواد ضدعفونی کننده و پروتئازها بسیار مقاوم هستند.
مهم‌ترین اقدام در کنترل و پیشگیری از جنون گاوی (BSE) چه بود؟,حذف و ممنوعیت استفاده از مکمل‌های غذایی حاوی پروتئین با منشأ نشخوارکننده (پودر گوشت و استخوان) در جیره گاوها.
تشخیص قطعی جنون گاوی (BSE) پس از مرگ بر چه اساسی است؟,مشاهدات هیستوپاتولوژیک (حالت اسفنجی شدن و دژنراسیون در ماده خاکستری مغز بدون واکنش التهابی) و ایمونوهیستوشیمی (IHC).
عامل بیماری اوزسکی (Pseudorabies) به کدام خانواده و جنس ویروسی تعلق دارد؟,خانواده Herpesviridae و جنس Varicellovirus (یک آلفا هرپس ویروس است).
اصلی‌ترین راه کنترل و پیشگیری از بیماری اوزسکی در گله‌های گاو چیست؟,جداسازی کامل گاوها از خوک‌ها (که مخزن اصلی ویروس هستند).
برای تشخیص آزمایشگاهی بیماری اوزسکی از چه روش‌هایی استفاده می‌شود؟,جداسازی ویروس در کشت سلولی، تست PCR و روش‌های سرولوژیک مانند ELISA.
ویروس عامل بیماری لوپینگ ایل (Louping Ill) به کدام خانواده و جنس تعلق دارد؟,خانواده Flaviviridae و جنس Flavivirus.
ویروس عامل پاپیلوماتوز گاوی به کدام خانواده و جنس تعلق دارد؟,خانواده Papillomaviridae و جنس Papillomavirus.
برای درمان و کنترل پاپیلوم‌های پوستی در گاو از چه روشی می‌توان استفاده کرد؟,جراحی یک یا دو زگیل برای تحریک سیستم ایمنی و استفاده از واکسن‌های اتوژن (Autogenous Vaccines).
برای تشخیص و تایپینگ ویروس‌های پاپیلومای گاوی از کدام تست آزمایشگاهی استفاده می‌شود؟,تست PCR و sequencing.
ویروس عامل بیماری آکابانه (Akabane) به کدام خانواده و جنس تعلق دارد؟,خانواده Peribunyaviridae و جنس Orthobunyavirus.
کنترل و پیشگیری از بیماری آکابانه شامل چه اقداماتی است؟,مبارزه با حشرات (وکتور) و استفاده از واکسن‌های تخفیف حدت یافته در مناطق آندمیک.
چگونه می‌توان عفونت جنینی با ویروس آکابانه را به صورت سرولوژیک تشخیص داد؟,با检测 آنتی‌بادی در سرم جنین یا نوزادی که هنوز کلستروم نخورده است.
ویروس کرونای گاوی (Bovine Coronavirus) به کدام خانواده و جنس تعلق دارد؟,خانواده Coronaviridae و جنس Coronavirus.
برای پیشگیری از اسهال ناشی از کروناویروس در گوساله‌ها چه اقداماتی ضروری است؟,اطمینان از دریافت کلستروم کافی و با کیفیت در ساعات اولیه، رعایت بهداشت زایمان و واکسیناسیون مادران در دوره بارداری.
در تشخیص آزمایشگاهی کروناویروس گاوی، از چه روش‌هایی روی نمونه مدفوع استفاده می‌شود؟,مشاهده با میکروسکوپ الکترونی، تست ELISA و تست HI.
ویروس روتاویروس گاوی (Bovine Rotavirus) به کدام خانواده و جنس تعلق دارد؟,خانواده Reoviridae و جنس Rotavirus.
اقدامات کنترلی و پیشگیرانه برای روتاویروس گاوی مشابه کدام ویروس دیگر عامل اسهال در گوساله‌ها است؟,کروناویروس گاوی (تضمین ایمنی مادری از طریق کلستروم، بهداشت و واکسیناسیون).
برای تشخیص روتاویروس در مدفوع از چه تست‌های ایمونولوژیک و مشاهده‌ای استفاده می‌شود؟,تست‌های ایمونولوژیک روی سواب رکتوم یا مدفوع و مشاهده شکل دو کپسیدی ویروس با میکروسکوپ الکترونی.
ویروس پارووویروس گاوی (Bovine Parvovirus) به کدام خانواده تعلق دارد؟,خانواده Parvoviridae.
تشخیص آزمایشگاهی پارووویروس گاوی شامل چه روش‌هایی است؟,جداسازی ویروس (در کشت سلولی در حال تقسیم)، تست HI و تست‌های سرمی روی جنین.